mapsize;64;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mapdata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;18;18;18;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1;-1;-1;-1;-1;-1;-1;-1;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18
16;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18
32;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;34
